movieId,title,genres,genre_set,vec,year,rating
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,"Set([""Romance"", ""Children"", ""Drama"", ""Animation"", ""Musical""])","[0.06887110322713852, 0.4309568703174591, 0.37569814920425415, 0.008406462147831917, 0.7366828322410583, 0.24560381472110748, 0.0775684118270874, 0.12003965675830841, 0.04140317067503929, 0.0, 0.038700129836797714, 0.19597499072551727, 0.07938896119594574, 0.0, 0.8676434755325317, 0.048314593732357025, 0.19654278457164764, 0.3066515624523163, 0.20430201292037964, 0.012252033688127995, 0.2726367712020874, 0.03694310039281845, 0.07296190410852432, 0.03620582073926926, 0.5115322470664978]",1995,6.7
49,When Night Is Falling (1995),Drama|Romance,"Set([""Romance"", ""Drama""])","[0.0, 0.03130250796675682, 0.2512992322444916, 0.2432761788368225, 0.42126259207725525, 0.22923824191093445, 0.3177085220813751, 0.2935261130332947, 0.0, 0.7108951210975647, 0.026690946891903877, 0.0, 0.4718882441520691, 0.07048187404870987, 0.6254732608795166, 0.23095430433750153, 0.012760472483932972, 0.5113174915313721, 0.26106172800064087, 0.10707657039165497, 0.0, 0.492188036441803, 0.11303677409887314, 0.03454133868217468, 0.850376307964325]",1995,6.5
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,"Set([""Thriller"", ""Mystery"", ""Crime""])","[0.004997676238417625, 0.2795203626155853, 0.28488683700561523, 0.057759106159210205, 0.2163047343492508, 0.02886725403368473, 0.4346296787261963, 0.13985112309455872, 0.0, 0.4355654716491699, 0.012729509733617306, 0.4454459547996521, 0.5498748421669006, 0.451580673456192, 0.7839018106460571, 0.15533427894115448, 0.0016663657734170556, 0.12537087500095367, 0.13528594374656677, 0.04087609797716141, 0.22900766134262085, 0.5572657585144043, 0.06629786640405655, 0.029049914330244064, 1.1769601106643677]",1995,8.5
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,"Set([""Comedy"", ""Romance"", ""Drama""])","[0.03778930753469467, 0.4230932891368866, 0.21104300022125244, 0.10154497623443604, 0.29546159505844116, 0.10279294103384018, 0.20415924489498138, 0.20194995403289795, 0.00534050865098834, 0.4755905270576477, 0.05368047580122948, 0.14865460991859436, 0.4860121011734009, 0.4266064167022705, 0.6493580937385559, 0.045068733394145966, 0.0014643790200352669, 0.2084118276834488, 0.3095244765281677, 0.12224098294973373, 0.04405485466122627, 0.634850800037384, 0.1642817109823227, 0.05807530879974365, 0.7482258081436157]",1995,7.0
53,Lamerica (1994),Adventure|Drama,"Set([""Drama"", ""Adventure""])","[0.09019589424133301, 0.24059604108333588, 0.492233544588089, 0.18057510256767273, 0.08178091049194336, 0.040582627058029175, 0.4290969967842102, 0.42856070399284363, 0.006428532302379608, 0.44044554233551025, 0.20876947045326233, 0.16679613292217255, 0.2528707683086395, 0.429656982421875, 0.4379192888736725, 0.10851790755987167, 0.049846697598695755, 0.30336812138557434, 0.5911307334899902, 0.21800774335861206, 0.11259058862924576, 0.769294798374176, 0.4519590139389038, 0.19992241263389587, 0.7672103643417358]",1994,7.5
54,"Big Green, The (1995)",Children|Comedy,"Set([""Comedy"", ""Children""])","[0.05607564374804497, 0.40450698137283325, 0.20335522294044495, 0.05919874086976051, 0.6145638823509216, 0.5566847324371338, 0.11959102004766464, 0.06593462824821472, 0.07163619250059128, 0.0, 0.04907326400279999, 0.04967929422855377, 0.025473259389400482, 0.008503912016749382, 0.7578622698783875, 0.4519990384578705, 0.24864356219768524, 0.3218056559562683, 0.05637304484844208, 0.020894696936011314, 0.40796902775764465, 0.0, 0.0007801355677656829, 0.016709908843040466, 0.327339768409729]",1995,5.6
55,Georgia (1995),Drama,"Set([""Drama""])","[0.09845761954784393, 0.44281041622161865, 0.20171982049942017, 0.15698367357254028, 0.28859367966651917, 0.21731364727020264, 0.19876940548419952, 0.38786134123802185, 0.029215214774012566, 0.253950297832489, 0.1499732881784439, 0.23427404463291168, 0.3683263957500458, 0.2721680998802185, 0.44311287999153137, 0.0649346262216568, 0.07667321711778641, 0.40264493227005005, 0.32902055978775024, 0.16106371581554413, 0.15252891182899475, 0.5790455937385559, 0.30110275745391846, 0.12339048087596893, 0.6133047938346863]",1995,6.6
56,Kids of the Round Table (1995),Adventure|Children|Fantasy,"Set([""Children"", ""Fantasy"", ""Adventure""])","[0.00943851936608553, 0.35288187861442566, 0.0, 0.0, 0.6234238147735596, 0.5664010643959045, 0.017482616007328033, 0.0, 0.021282557398080826, 0.03239396587014198, 0.0, 0.0, 0.038075827062129974, 0.0, 0.38665446639060974, 0.2646060287952423, 0.35108140110969543, 0.5868048071861267, 0.11617863923311234, 0.0, 0.29572758078575134, 0.0, 0.0, 0.003962252289056778, 0.3075002431869507]",1995,4.8
57,Home for the Holidays (1995),Drama,"Set([""Drama""])","[0.0, 0.22094962000846863, 0.21695223450660706, 0.15514470636844635, 0.4502902328968048, 0.16642604768276215, 0.35373371839523315, 0.19375647604465485, 0.000845549046061933, 0.42698878049850464, 0.022782549262046814, 0.037319082766771317, 0.42325150966644287, 0.17114096879959106, 0.6830233335494995, 0.177364319562912, 0.031743213534355164, 0.323355108499527, 0.22942154109477997, 0.0694912001490593, 0.00863462034612894, 0.503041684627533, 0.09337309002876282, 0.02031802386045456, 0.7288331985473633]",1995,6.6
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,"Set([""Comedy"", ""Romance"", ""Drama""])","[0.0, 0.418306827545166, 0.3359425961971283, 0.17237885296344757, 0.48802992701530457, 0.03288237005472183, 0.3071568012237549, 0.13292621076107025, 0.010801134631037712, 0.32902640104293823, 0.0956711545586586, 0.003696592291817069, 0.29832062125205994, 0.4757089614868164, 0.7475594878196716, 0.0, 0.0, 0.3265588879585266, 0.3701305687427521, 0.1896572709083557, 0.0, 0.8215527534484863, 0.10428488254547119, 0.09107555449008942, 0.9199166893959045]",1994,7.7
59,"Confessional, The (Confessionnal, Le) (1995)",Drama|Mystery,"Set([""Mystery"", ""Drama""])","[0.04304509982466698, 0.20654110610485077, 0.14018915593624115, 0.2380162626504898, 0.29378068447113037, 0.05696782097220421, 0.5551761984825134, 0.5206255912780762, 0.0, 0.40118634700775146, 0.06666416674852371, 0.19267533719539642, 0.571954071521759, 0.3207269012928009, 0.3765563666820526, 0.0, 0.05202474445104599, 0.28894004225730896, 0.4197753667831421, 0.16050274670124054, 0.0, 0.923785388469696, 0.23187001049518585, 0.09910555183887482, 0.7736039757728577]",1995,7.5
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,"Set([""Children"", ""Fantasy"", ""Adventure""])","[0.07387305796146393, 0.5729765892028809, 0.2725653052330017, 0.08773493021726608, 0.47021961212158203, 0.2654116749763489, 0.004808406811207533, 0.18802665174007416, 0.05491947382688522, 0.07955888658761978, 0.0949115976691246, 0.0, 0.08738019317388535, 0.14982494711875916, 0.6751716136932373, 0.0947330966591835, 0.14725251495838165, 0.39944711327552795, 0.2983297109603882, 0.07948672026395798, 0.14303188025951385, 0.20702087879180908, 0.0815199762582779, 0.0869046300649643, 0.7880722284317017]",1995,6.0
61,Eye for an Eye (1996),Drama|Thriller,"Set([""Thriller"", ""Drama""])","[0.007962188683450222, 0.45789116621017456, 0.1192735880613327, 0.07728011906147003, 0.7144699692726135, 0.21562092006206512, 0.2609717845916748, 0.008973550982773304, 0.01293229777365923, 0.0, 0.0015079169534146786, 0.12073644250631332, 0.2760372757911682, 0.0, 0.43451082706451416, 0.6681005954742432, 0.08522872626781464, 0.4418469965457916, 0.024567142128944397, 0.0, 0.36384519934654236, 0.06728973984718323, 0.0, 0.0, 0.7864938974380493]",1996,6.2
62,Mr. Holland's Opus (1995),Drama,"Set([""Drama""])","[0.005025102291256189, 0.591989278793335, 0.2867206335067749, 0.028964513912796974, 0.8130582571029663, 0.08683319389820099, 0.32032695412635803, 0.0, 0.022700229659676552, 0.0, 0.023194551467895508, 0.12974698841571808, 0.10416997969150543, 0.13649994134902954, 0.8419474363327026, 0.22296203672885895, 0.017961911857128143, 0.19388437271118164, 0.0, 0.012822817079722881, 0.2679917812347412, 0.20845328271389008, 0.0, 0.0006978492601774633, 0.9553613066673279]",1995,7.3
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,"Set([""Comedy"", ""Crime""])","[0.04883911460638046, 0.15906758606433868, 0.0, 0.18162979185581207, 0.06229523941874504, 0.4426517188549042, 0.19327577948570251, 0.14331059157848358, 0.011043421924114227, 0.5853039622306824, 0.0365394651889801, 0.14934676885604858, 0.8788764476776123, 0.2519867718219757, 0.43838757276535034, 0.5040398836135864, 0.0634431540966034, 0.11562363803386688, 0.09719555079936981, 0.12087859213352203, 0.6014196276664734, 0.16962391138076782, 0.0528809055685997, 0.009778399020433426, 0.44688811898231506]",1996,6.6
64,Two if by Sea (1996),Comedy|Romance,"Set([""Comedy"", ""Romance""])","[0.0, 0.3417550027370453, 0.0, 0.10398954153060913, 0.5303403735160828, 0.4291464686393738, 0.07553587108850479, 0.006670746486634016, 0.01670735329389572, 0.16576847434043884, 0.008423605002462864, 0.0, 0.42277607321739197, 0.03688123822212219, 0.35206714272499084, 0.4396924376487732, 0.06396861374378204, 0.2708594799041748, 0.14836125075817108, 0.11153823882341385, 0.2506769001483917, 0.0025512422434985638, 0.0, 0.009912178851664066, 0.7688987851142883]",1996,5.3
65,Bio-Dome (1996),Comedy,"Set([""Comedy""])","[0.0, 0.14238137006759644, 0.0, 0.043329089879989624, 0.3405199348926544, 0.7201915383338928, 0.051359158009290695, 0.0, 0.010733422823250294, 0.1715368777513504, 0.0, 0.0, 0.6572862267494202, 0.0, 0.4949396848678589, 0.5395438075065613, 0.1251365840435028, 0.01239539124071598, 0.0, 0.007474730256944895, 0.7917188405990601, 0.0, 0.0, 0.0, 0.18919941782951355]",1996,4.4
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,"Set([""Sci-Fi"", ""Thriller"", ""Action""])","[0.0, 0.3763924241065979, 0.0, 0.08367937058210373, 0.5811900496482849, 0.8448084592819214, 0.0, 0.0, 0.030550731346011162, 0.0, 0.025856513530015945, 0.0, 0.47994866967201233, 0.0, 0.03024311736226082, 0.1233547031879425, 0.19562634825706482, 0.24823792278766632, 0.0502903088927269, 0.07143418490886688, 0.4701801836490631, 0.0, 0.002925226464867592, 0.007383136544376612, 0.44263115525245667]",1996,2.5
67,Two Bits (1995),Drama,"Set([""Drama""])","[0.08585634082555771, 0.1819188892841339, 0.1205693930387497, 0.46508273482322693, 0.34747058153152466, 0.4406493902206421, 0.4262000024318695, 0.2784458100795746, 0.05927402526140213, 0.3284790515899658, 0.1659194678068161, 0.17240504920482635, 0.3700233995914459, 0.14655233919620514, 0.42031437158584595, 0.32287341356277466, 0.13815324008464813, 0.4699907600879669, 0.15982434153556824, 0.20324258506298065, 0.17005980014801025, 0.20637771487236023, 0.12690457701683044, 0.12863557040691376, 0.8046486973762512]",1995,6.2
68,French Twist (Gazon maudit) (1995),Comedy|Romance,"Set([""Comedy"", ""Romance""])","[0.0170940849930048, 0.2121174931526184, 0.2493898868560791, 0.20968593657016754, 0.3208661377429962, 0.266402930021286, 0.368039071559906, 0.29229193925857544, 0.019311843439936638, 0.484582781791687, 0.08523605763912201, 0.0, 0.3248008191585541, 0.162859708070755, 0.5209692120552063, 0.20583704113960266, 0.030381573364138603, 0.4478600323200226, 0.32317984104156494, 0.1762322187423706, 0.042082857340574265, 0.47923630475997925, 0.12354623526334763, 0.07454919815063477, 0.8504534363746643]",1995,6.4
69,Friday (1995),Comedy,"Set([""Comedy""])","[0.053482651710510254, 0.2795366644859314, 0.1145065501332283, 0.05705791711807251, 0.0, 0.03965403512120247, 0.22651183605194092, 0.12450186908245087, 0.0, 0.4833194613456726, 0.02411860041320324, 0.37020576000213623, 0.6491397023200989, 0.330709308385849, 0.7055453658103943, 0.4839537441730499, 0.0, 0.08908123522996902, 0.04615407437086105, 0.028385426849126816, 0.5623371601104736, 0.30439430475234985, 0.05016661435365677, 0.01583615504205227, 0.7111836671829224]",1995,7.3
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,"Set([""Thriller"", ""Comedy"", ""Action"", ""Horror""])","[0.11018756777048111, 0.11797238886356354, 0.0, 0.0, 0.10231133550405502, 0.3165926933288574, 0.22085727751255035, 0.2657797038555145, 0.0033953653182834387, 0.404935359954834, 0.0, 0.4201441705226898, 0.9207087159156799, 0.18301209807395935, 0.4137279689311981, 0.15036794543266296, 0.1378343254327774, 0.15771925449371338, 0.05063224583864212, 0.0010882577626034617, 0.47909635305404663, 0.10770666599273682, 0.060455068945884705, 0.027753276750445366, 0.8212777972221375]",1996,7.2
71,Fair Game (1995),Action,"Set([""Action""])","[0.0, 0.37247148156166077, 0.0, 0.03286045417189598, 0.5668143630027771, 0.5903556942939758, 0.024684589356184006, 0.0, 0.031848132610321045, 0.0, 0.0006631116848438978, 0.0, 0.3092472553253174, 0.0, 0.07750660926103592, 0.41965577006340027, 0.08641616255044937, 0.2243141084909439, 0.0, 0.017530642449855804, 0.5946748852729797, 0.0, 0.0, 0.0, 0.6588135361671448]",1995,4.3
72,Kicking and Screaming (1995),Comedy|Drama,"Set([""Comedy"", ""Drama""])","[0.061627376824617386, 0.1604612022638321, 0.2645202875137329, 0.13150347769260406, 0.07612216472625732, 0.09049966186285019, 0.28663504123687744, 0.30857568979263306, 0.008648337796330452, 0.6370887160301208, 0.05451566353440285, 0.2702125012874603, 0.5195349454879761, 0.39881572127342224, 0.6684258580207825, 0.15897586941719055, 0.03268595039844513, 0.17400288581848145, 0.2781839668750763, 0.09123478084802628, 0.06722240149974823, 0.47357216477394104, 0.16699500381946564, 0.06082908809185028, 0.7257338166236877]",1995,6.9
73,"Misérables, Les (1995)",Drama|War,"Set([""War"", ""Drama""])","[0.03311435133218765, 0.4358089566230774, 0.32322439551353455, 0.07363683730363846, 0.6927834749221802, 0.0857354924082756, 0.471019446849823, 0.16182895004749298, 0.010218163020908833, 0.01964186318218708, 0.07387951761484146, 0.13251379132270813, 0.23775789141654968, 0.3523859679698944, 0.7130731344223022, 0.035306405276060104, 0.06612560898065567, 0.3890991508960724, 0.25535818934440613, 0.09378036111593246, 0.08717140555381775, 0.427668958902359, 0.08332421630620956, 0.07328621298074722, 0.9704203605651855]",1995,7.4
74,Bed of Roses (1996),Drama|Romance,"Set([""Romance"", ""Drama""])","[0.0, 0.3273720443248749, 0.1538267731666565, 0.09288712590932846, 0.814652144908905, 0.30795741081237793, 0.17000609636306763, 0.012969293631613255, 0.01589731127023697, 0.04516136273741722, 0.009718618355691433, 0.0, 0.21856103837490082, 0.0, 0.619549036026001, 0.4795195460319519, 0.05413733422756195, 0.4691380560398102, 0.0705503299832344, 0.013580304570496082, 0.17356270551681519, 0.05790786072611809, 0.0, 0.0016186194261536002, 0.7944660186767578]",1996,6.1
75,Big Bully (1996),Comedy|Drama,"Set([""Comedy"", ""Drama""])","[0.03210487216711044, 0.29172179102897644, 0.0, 0.43267786502838135, 0.3706808388233185, 0.8406644463539124, 0.04736357927322388, 0.05836450681090355, 0.07565101981163025, 0.1880006194114685, 0.14930695295333862, 0.0, 0.17728684842586517, 0.0, 0.34998083114624023, 0.44336721301078796, 0.11742223799228668, 0.26467299461364746, 0.012719552032649517, 0.21234208345413208, 0.43723011016845703, 0.0, 0.06483793258666992, 0.11422978341579437, 0.4575636386871338]",1996,4.7
76,Screamers (1995),Action|Sci-Fi|Thriller,"Set([""Sci-Fi"", ""Thriller"", ""Action""])","[0.1213274598121643, 0.2015930414199829, 0.016505703330039978, 0.04037425294518471, 0.2746168076992035, 0.4513508081436157, 0.1888696253299713, 0.30822518467903137, 0.012242725118994713, 0.22142314910888672, 0.04412930831313133, 0.18507252633571625, 0.5997520685195923, 0.04652096703648567, 0.21412038803100586, 0.2233542501926422, 0.21496443450450897, 0.23507638275623322, 0.11142817884683609, 0.016008948907256126, 0.4525914490222931, 0.061917610466480255, 0.13240286707878113, 0.06814388930797577, 0.855830192565918]",1995,6.4
77,Nico Icon (1995),Documentary,"Set([""Documentary""])","[0.13504658639431, 0.25295644998550415, 0.2655666470527649, 0.17340639233589172, 0.13809877634048462, 0.25444382429122925, 0.1924213469028473, 0.47379738092422485, 0.02203705906867981, 0.5479395985603333, 0.10061194002628326, 0.13720746338367462, 0.47972601652145386, 0.2571946978569031, 0.4274080693721771, 0.08740764111280441, 0.13076633214950562, 0.3926604986190796, 0.38180556893348694, 0.09382834285497665, 0.08522789925336838, 0.4792966842651367, 0.2514333128929138, 0.12956035137176514, 0.7720863819122314]",1995,7.2
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,"Set([""Thriller"", ""Drama"", ""Crime"", ""Action""])","[0.09020119160413742, 0.2574741542339325, 0.18329833447933197, 0.099092036485672, 0.32388532161712646, 0.27384644746780396, 0.3542904853820801, 0.30107933282852173, 0.022986754775047302, 0.3161573112010956, 0.10583267360925674, 0.22669115662574768, 0.4916362762451172, 0.2716514766216278, 0.40759456157684326, 0.1730351597070694, 0.06592190265655518, 0.25733107328414917, 0.27142447233200073, 0.09703781455755234, 0.15669085085391998, 0.493899405002594, 0.23889587819576263, 0.07233370840549469, 0.7112531661987305]",1995,6.3
79,"Juror, The (1996)",Drama|Thriller,"Set([""Thriller"", ""Drama""])","[0.02582789957523346, 0.4864813983440399, 0.10028351843357086, 0.0, 0.6967755556106567, 0.3317272961139679, 0.25738367438316345, 0.056435976177453995, 0.03492109104990959, 0.0, 0.03531640022993088, 0.10571783035993576, 0.31082266569137573, 0.0, 0.18440212309360504, 0.4909113049507141, 0.06636064499616623, 0.25895407795906067, 0.045865438878536224, 0.010288299061357975, 0.3847208619117737, 0.11126840114593506, 0.04166611656546593, 0.01604631543159485, 0.8874875903129578]",1996,5.7
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,"Set([""Children"", ""Drama""])","[0.1669098287820816, 0.23084603250026703, 0.3745139539241791, 0.24197949469089508, 0.145175039768219, 0.1999378651380539, 0.3063146770000458, 0.5810016393661499, 0.041629716753959656, 0.4820668697357178, 0.22264517843723297, 0.26124680042266846, 0.2452961802482605, 0.458076536655426, 0.5686841011047363, 0.1289491206407547, 0.08484575897455215, 0.36605778336524963, 0.4389455318450928, 0.19502781331539154, 0.07133884727954865, 0.6020092368125916, 0.3925977945327759, 0.1783323734998703, 0.6787497401237488]",1995,7.7
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,"Set([""Romance"", ""Drama"", ""Crime""])","[0.0030006030574440956, 0.1995333433151245, 0.0, 0.08551958203315735, 0.2379833310842514, 0.21110612154006958, 0.3930026590824127, 0.0886637344956398, 0.00018476576951798052, 0.34171709418296814, 0.0, 0.288600355386734, 0.8410313129425049, 0.22992469370365143, 0.40872928500175476, 0.14414474368095398, 0.06047767773270607, 0.2316523641347885, 0.03653144836425781, 0.06739254295825958, 0.20053526759147644, 0.35735562443733215, 0.010450812987983227, 0.0015205477830022573, 0.87965327501297]",1995,6.8
82,Antonia's Line (Antonia) (1995),Comedy|Drama,"Set([""Comedy"", ""Drama""])","[0.0, 0.1916305273771286, 0.26406675577163696, 0.19384360313415527, 0.4129438102245331, 0.011870929971337318, 0.3475438356399536, 0.2320299744606018, 0.0, 0.38863837718963623, 0.030263125896453857, 0.003038305090740323, 0.3877853453159332, 0.22020387649536133, 0.7590504884719849, 0.0, 0.02114017866551876, 0.4186520576477051, 0.4275977909564972, 0.20947813987731934, 0.0, 0.8224380016326904, 0.03134290128946304, 0.019673816859722137, 0.9851696491241455]",1995,7.4
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,"Set([""Romance"", ""Drama""])","[0.0, 0.44386041164398193, 0.1948254108428955, 0.30213919281959534, 0.31012383103370667, 0.1342228502035141, 0.34448084235191345, 0.17622414231300354, 0.0038853546138852835, 0.5257159471511841, 0.10588529706001282, 0.043156035244464874, 0.2742362916469574, 0.2703545391559601, 0.6875722408294678, 0.2590111196041107, 0.0, 0.4316933751106262, 0.35964664816856384, 0.18238170444965363, 0.053535256534814835, 0.5122699737548828, 0.13724678754806519, 0.05785910785198212, 0.811407744884491]",1995,7.0
84,Last Summer in the Hamptons (1995),Comedy|Drama,"Set([""Comedy"", ""Drama""])","[0.0, 0.30323150753974915, 0.21321560442447662, 0.35310691595077515, 0.4972042739391327, 0.30052781105041504, 0.43682563304901123, 0.1888304501771927, 0.02587457001209259, 0.6508281230926514, 0.13422133028507233, 0.0, 0.33513182401657104, 0.1516440361738205, 0.632160484790802, 0.21869134902954102, 0.04549573361873627, 0.40763917565345764, 0.3871276080608368, 0.2614653408527374, 0.043348800390958786, 0.6085952520370483, 0.18096500635147095, 0.054948415607213974, 0.48046278953552246]",1995,5.6
85,Angels and Insects (1995),Drama|Romance,"Set([""Romance"", ""Drama""])","[0.05953238159418106, 0.2472429722547531, 0.3026241958141327, 0.14691096544265747, 0.3546944558620453, 0.22104300558567047, 0.2715182900428772, 0.30441275238990784, 0.024500904604792595, 0.368958055973053, 0.11744780838489532, 0.06422676146030426, 0.3545546233654022, 0.2748746871948242, 0.4065910577774048, 0.036470502614974976, 0.06868041306734085, 0.4376010596752167, 0.4947448670864105, 0.20972780883312225, 0.04935895651578903, 0.615738570690155, 0.24517054855823517, 0.1258551925420761, 0.8433524370193481]",1995,6.8
86,White Squall (1996),Action|Adventure|Drama,"Set([""Drama"", ""Action"", ""Adventure""])","[0.035027723759412766, 0.35877034068107605, 0.15614528954029083, 0.028925731778144836, 0.5833225250244141, 0.15909060835838318, 0.34528395533561707, 0.10542989522218704, 0.022349372506141663, 0.08817008137702942, 0.04895802214741707, 0.19006478786468506, 0.26556363701820374, 0.11608920246362686, 0.5952122807502747, 0.39049768447875977, 0.058381833136081696, 0.2983216643333435, 0.09880863130092621, 0.02030060440301895, 0.32290804386138916, 0.15795797109603882, 0.05267561599612236, 0.022349365055561066, 0.9589936137199402]",1996,6.6
87,Dunston Checks In (1996),Children|Comedy,"Set([""Comedy"", ""Children""])","[0.09256945550441742, 0.586618185043335, 0.16645076870918274, 0.061500754207372665, 0.5132122039794922, 0.5814607739448547, 0.0, 0.1277163028717041, 0.08070598542690277, 0.0, 0.09090692549943924, 0.0, 0.009377412497997284, 0.04167333245277405, 0.46402275562286377, 0.3590037524700165, 0.23091807961463928, 0.3051935136318207, 0.19154706597328186, 0.06483624875545502, 0.40244752168655396, 0.0, 0.06494245678186417, 0.07743464410305023, 0.38185301423072815]",1996,5.3
88,Black Sheep (1996),Comedy,"Set([""Comedy""])","[0.02334308996796608, 0.18831969797611237, 0.0, 0.001308718346990645, 0.2304198145866394, 0.3428061008453369, 0.3184807002544403, 0.02083384059369564, 0.01858910731971264, 0.33510124683380127, 0.020157819613814354, 0.19473662972450256, 0.6356303095817566, 0.17706845700740814, 0.6934590935707092, 0.5094122886657715, 0.06089283153414726, 0.01166195422410965, 0.0, 0.012036743573844433, 0.815301775932312, 0.0, 0.013828982599079609, 0.0019063819199800491, 0.44530418515205383]",1996,6.3
89,Nick of Time (1995),Action|Thriller,"Set([""Thriller"", ""Action""])","[0.052746858447790146, 0.28960949182510376, 0.1464921236038208, 0.03853466361761093, 0.4527846872806549, 0.2882053554058075, 0.2654433250427246, 0.12537525594234467, 0.029371069744229317, 0.17704248428344727, 0.03361239656805992, 0.15969620645046234, 0.3576781749725342, 0.1062956377863884, 0.4786418676376343, 0.2846374213695526, 0.1117178350687027, 0.26919108629226685, 0.09195146709680557, 0.018104808405041695, 0.43422722816467285, 0.14012868702411652, 0.05870714411139488, 0.02762640081346035, 0.875001847743988]",1995,6.3
90,"Journey of August King, The (1995)",Drama,"Set([""Drama""])","[0.04833937808871269, 0.02517179772257805, 0.18101094663143158, 0.3942139148712158, 0.4253033697605133, 0.27210646867752075, 0.5736457109451294, 0.3869684338569641, 0.04123492166399956, 0.3562842607498169, 0.15926823019981384, 0.14626364409923553, 0.32201308012008667, 0.23831996321678162, 0.5038161277770996, 0.14056836068630219, 0.11923608928918839, 0.563488781452179, 0.2249441295862198, 0.17271515727043152, 0.025977682322263718, 0.31980574131011963, 0.14154262840747833, 0.13082705438137054, 0.8343880772590637]",1995,6.5
92,Mary Reilly (1996),Drama|Horror|Thriller,"Set([""Thriller"", ""Drama"", ""Horror""])","[0.04735996574163437, 0.3371466100215912, 0.0, 0.09764798730611801, 0.5823383331298828, 0.36704787611961365, 0.2784542143344879, 0.17095021903514862, 0.013502693735063076, 0.12711596488952637, 0.045224208384752274, 0.0457296296954155, 0.5875548124313354, 0.009279351681470871, 0.3230402171611786, 0.18636012077331543, 0.11836768686771393, 0.3665044605731964, 0.20486631989479065, 0.10454552620649338, 0.11793944239616394, 0.18392980098724365, 0.09563904255628586, 0.039121273905038834, 0.7231670618057251]",1996,5.8
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,"Set([""Comedy"", ""Romance"", ""Horror""])","[0.038522664457559586, 0.3081541955471039, 0.0, 0.05293303728103638, 0.3589346706867218, 0.6085321307182312, 0.009303290396928787, 0.03548664599657059, 0.028365973383188248, 0.20726841688156128, 0.016321340575814247, 0.0, 0.4672617018222809, 0.0, 0.33046776056289673, 0.2760940492153168, 0.17658640444278717, 0.2684439718723297, 0.04595921188592911, 0.034332141280174255, 0.5384048819541931, 0.0, 0.004070487804710865, 0.017741145566105843, 0.5882455706596375]",1995,4.6
94,Beautiful Girls (1996),Comedy|Drama|Romance,"Set([""Comedy"", ""Romance"", ""Drama""])","[0.018469033762812614, 0.25910434126853943, 0.2939228117465973, 0.0805477499961853, 0.29072991013526917, 0.11164940148591995, 0.5190812945365906, 0.13120339810848236, 0.0011583840241655707, 0.4311012923717499, 0.009694112464785576, 0.33962374925613403, 0.48537734150886536, 0.2563697397708893, 0.6733466386795044, 0.3032112717628479, 0.005535711068660021, 0.1637667715549469, 0.03705635294318199, 0.01004716195166111, 0.20468902587890625, 0.41729429364204407, 0.07401181757450104, 0.007484290283173323, 0.7849131226539612]",1996,7.1
95,Broken Arrow (1996),Action|Adventure|Thriller,"Set([""Thriller"", ""Action"", ""Adventure""])","[0.030667243525385857, 0.35722875595092773, 0.08583074808120728, 0.0, 0.4120648205280304, 0.2931552529335022, 0.060012247413396835, 0.010040164925158024, 0.021201152354478836, 0.1665811389684677, 0.001707442570477724, 0.05986179783940315, 0.29199734330177307, 0.0626685693860054, 0.36839979887008667, 0.2434777468442917, 0.08301261812448502, 0.22284232079982758, 0.06538787484169006, 0.0, 0.641457200050354, 0.023656604811549187, 0.019162509590387344, 0.02496226318180561, 1.0213788747787476]",1996,6.0
96,In the Bleak Midwinter (1995),Comedy|Drama,"Set([""Comedy"", ""Drama""])","[0.0, 0.0, 0.3089688718318939, 0.3124837279319763, 0.42249515652656555, 0.26499444246292114, 0.4704068899154663, 0.2801293134689331, 0.030455568805336952, 0.6347352266311646, 0.09660086035728455, 0.06831147521734238, 0.26831474900245667, 0.31217125058174133, 0.7789521813392639, 0.1333119422197342, 0.0478973388671875, 0.4093198776245117, 0.18796247243881226, 0.140939399600029, 0.0, 0.45819541811943054, 0.11389285326004028, 0.07578225433826447, 0.8455734848976135]",1995,7.2
97,"Hate (Haine, La) (1995)",Crime|Drama,"Set([""Drama"", ""Crime""])","[0.09882517158985138, 0.11589992046356201, 0.22968930006027222, 0.07774960249662399, 0.1947377324104309, 0.07916343957185745, 0.49933257699012756, 0.45916956663131714, 0.011607098393142223, 0.47096261382102966, 0.10698867589235306, 0.3970613181591034, 0.7076366543769836, 0.515687882900238, 0.6396878957748413, 0.036927323788404465, 0.03651448339223862, 0.15765245258808136, 0.2748940587043762, 0.07739372551441193, 0.1056651771068573, 0.6995609998703003, 0.2801890969276428, 0.09372477978467941, 0.7801422476768494]",1995,8.1
