movieId,title,genres,genre_set,vec,year,rating
703,Boys (1996),Drama,"Set([""Drama""])","[0.09461180120706558, 0.26560139656066895, 0.010333893820643425, 0.5204590559005737, 0.4586147964000702, 0.6258223652839661, 0.3139311373233795, 0.2760505974292755, 0.08022097498178482, 0.30373257398605347, 0.168333500623703, 0.008932450786232948, 0.3897765576839447, 0.08035203069448471, 0.37481868267059326, 0.291037380695343, 0.17899751663208008, 0.45223602652549744, 0.1776033490896225, 0.22497735917568207, 0.13448390364646912, 0.25930237770080566, 0.1739904284477234, 0.131295308470726, 0.4931817352771759]",1996,4.9
704,"Quest, The (1996)",Action|Adventure,"Set([""Action"", ""Adventure""])","[0.016836408525705338, 0.2585084140300751, 0.0, 0.06599289178848267, 0.41009095311164856, 0.7075617909431458, 0.04626869782805443, 0.01773369312286377, 0.043273258954286575, 0.028858264908194542, 0.025553125888109207, 0.0, 0.24359704554080963, 0.01903817430138588, 0.23533251881599426, 0.3393157422542572, 0.17688320577144623, 0.32820960879325867, 0.22795306146144867, 0.15516255795955658, 0.5255908966064453, 0.004183505661785603, 0.0, 0.033754486590623856, 0.8024653792381287]",2007,8.1
705,Cosi (1996),Comedy,"Set([""Comedy""])","[0.0, 0.0, 0.21654577553272247, 0.18083859980106354, 0.25963228940963745, 0.16150909662246704, 0.4325907528400421, 0.29382145404815674, 0.0210601557046175, 0.4691319465637207, 0.06150113418698311, 0.0734328180551529, 0.40519440174102783, 0.24542945623397827, 0.7776904106140137, 0.0450897254049778, 0.0664612203836441, 0.3215804100036621, 0.2644861340522766, 0.12003884464502335, 0.024252664297819138, 0.4220265746116638, 0.07076392322778702, 0.06920026987791061, 0.8751606345176697]",1996,6.6
706,Sunset Park (1996),Drama,"Set([""Drama""])","[0.05422533303499222, 0.3453834652900696, 0.0, 0.6105835437774658, 0.4900944232940674, 0.6030697822570801, 0.22941426932811737, 0.08965222537517548, 0.060257136821746826, 0.3225013315677643, 0.1045360416173935, 0.0, 0.3601687550544739, 0.0, 0.3590921461582184, 0.3741050064563751, 0.1513279676437378, 0.4639835059642792, 0.18552547693252563, 0.3237155079841614, 0.34201666712760925, 0.10364947468042374, 0.017457405105233192, 0.08318885415792465, 0.563589334487915]",1996,6.0
707,Mulholland Falls (1996),Crime|Drama|Thriller,"Set([""Thriller"", ""Drama"", ""Crime""])","[0.06217202544212341, 0.17185156047344208, 0.15683689713478088, 0.057537760585546494, 0.4263666570186615, 0.2543228566646576, 0.3787148892879486, 0.21548207104206085, 0.03208558261394501, 0.17997941374778748, 0.07907780259847641, 0.17992186546325684, 0.4445303976535797, 0.20350289344787598, 0.3263133466243744, 0.22642941772937775, 0.07605426013469696, 0.30055680871009827, 0.1007847860455513, 0.041412048041820526, 0.20019423961639404, 0.32248109579086304, 0.1600305140018463, 0.05406813323497772, 0.8667008280754089]",1996,6.3
708,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,"Set([""Comedy"", ""Romance""])","[0.00639956071972847, 0.4146200120449066, 0.3353634178638458, 0.11559423059225082, 0.5483399033546448, 0.18291234970092773, 0.09286579489707947, 0.0833292156457901, 0.007714387960731983, 0.3340715169906616, 0.015493148937821388, 0.0, 0.2185106724500656, 0.07576186209917068, 0.7271053194999695, 0.30034303665161133, 0.031082071363925934, 0.39119791984558105, 0.19216187298297882, 0.03083478845655918, 0.11634625494480133, 0.27477356791496277, 0.04001608118414879, 0.025496801361441612, 0.8781891465187073]",1996,6.2
709,Oliver & Company (1988),Adventure|Animation|Children|Comedy|Musical,"Set([""Comedy"", ""Children"", ""Animation"", ""Adventure"", ""Musical""])","[0.060413800179958344, 0.3192000985145569, 0.2641904354095459, 0.009959998540580273, 0.5581468939781189, 0.2935637831687927, 0.16997785866260529, 0.1839035600423813, 0.039331935346126556, 0.009329400956630707, 0.05337972566485405, 0.17430360615253448, 0.22281192243099213, 0.11136000603437424, 0.9601296782493591, 0.16374821960926056, 0.20015667378902435, 0.20143765211105347, 0.1752520054578781, 0.01112504955381155, 0.25321510434150696, 0.051222432404756546, 0.057328008115291595, 0.030455075204372406, 0.6608757972717285]",1988,6.7
710,Celtic Pride (1996),Comedy,"Set([""Comedy""])","[0.05174458026885986, 0.5346787571907043, 0.0, 0.09870918095111847, 0.289338082075119, 0.6546477675437927, 0.06770492345094681, 0.07060728222131729, 0.05688586086034775, 0.25642088055610657, 0.03828161954879761, 0.0, 0.4972524344921112, 0.0, 0.3808254599571228, 0.5380883812904358, 0.14846935868263245, 0.26972296833992004, 0.21979683637619019, 0.2899327874183655, 0.36311718821525574, 0.0, 0.015203434973955154, 0.017756417393684387, 0.48124855756759644]",1996,5.3
711,Flipper (1996),Adventure|Children,"Set([""Children"", ""Adventure""])","[0.0645848885178566, 0.6705137491226196, 0.23357070982456207, 0.027369452640414238, 0.5615962147712708, 0.57600998878479, 0.0, 0.07533399760723114, 0.10767550021409988, 0.0, 0.07023293524980545, 0.0, 0.0, 0.0, 0.6993235945701599, 0.48472610116004944, 0.2925280034542084, 0.23090249300003052, 0.23259194195270538, 0.0405740886926651, 0.19577041268348694, 0.0, 0.003526868298649788, 0.05176800861954689, 0.3255236744880676]",1996,5.3
712,Captives (1994),Crime|Drama|Romance|Thriller,"Set([""Thriller"", ""Romance"", ""Drama"", ""Crime""])","[0.07237740606069565, 0.19327184557914734, 0.23120051622390747, 0.5463505983352661, 0.4045831859111786, 0.39724814891815186, 0.3822562098503113, 0.3744877278804779, 0.05311546102166176, 0.45048558712005615, 0.12406788766384125, 0.08952177315950394, 0.36444392800331116, 0.050401825457811356, 0.5742373466491699, 0.22962337732315063, 0.1757057160139084, 0.45494595170021057, 0.27205178141593933, 0.24127985537052155, 0.03767618536949158, 0.3931255340576172, 0.12972481548786163, 0.10829371958971024, 0.6283488273620605]",1994,6.4
713,Of Love and Shadows (1994),Drama,"Set([""Drama""])","[0.06948616355657578, 0.2144230157136917, 0.0, 0.44402769207954407, 0.6327548027038574, 0.3949134051799774, 0.49270930886268616, 0.3116975724697113, 0.06250318139791489, 0.2816494405269623, 0.1732844114303589, 0.16281452775001526, 0.4488469064235687, 0.043774448335170746, 0.4565737545490265, 0.22897709906101227, 0.19617225229740143, 0.7310190200805664, 0.2967981994152069, 0.2587788701057434, 0.0, 0.3492465019226074, 0.08793404698371887, 0.08632787317037582, 0.57481449842453]",1994,5.1
714,Dead Man (1995),Drama|Mystery|Western,"Set([""Mystery"", ""Drama"", ""Western""])","[0.11955588310956955, 0.008232408203184605, 0.1291120946407318, 0.10271133482456207, 0.14011836051940918, 0.1726021021604538, 0.5116672515869141, 0.6142123937606812, 0.019732680171728134, 0.47682592272758484, 0.13836902379989624, 0.3229460120201111, 0.7337995767593384, 0.4754377007484436, 0.5671504735946655, 0.008543240837752819, 0.08841714262962341, 0.16742168366909027, 0.32333511114120483, 0.11937430500984192, 0.06479063630104065, 0.6026282906532288, 0.34944745898246765, 0.13836859166622162, 0.7780299782752991]",1995,7.6
715,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Drama|Romance,"Set([""Romance"", ""Drama""])","[0.002555651357397437, 0.10493936389684677, 0.40045031905174255, 0.17486000061035156, 0.4984952211380005, 0.08358844369649887, 0.5178331732749939, 0.14635853469371796, 0.020730311051011086, 0.300159752368927, 0.04874645546078682, 0.11750254780054092, 0.14979298412799835, 0.34933456778526306, 0.6277294158935547, 0.0, 0.04547896608710289, 0.40592414140701294, 0.22924339771270752, 0.10445516556501389, 0.0, 0.5195158123970032, 0.02800709195435047, 0.03681906685233116, 0.9636901617050171]",1995,7.1
716,Switchblade Sisters (1975),Crime,"Set([""Crime""])","[0.20885811746120453, 0.20077748596668243, 0.0, 0.5433793067932129, 0.03282889723777771, 0.5634539723396301, 0.06219165772199631, 0.5919468998908997, 0.027179472148418427, 0.6028718948364258, 0.07397575676441193, 0.29196321964263916, 0.8984986543655396, 0.14543236792087555, 0.12564806640148163, 0.10519997775554657, 0.18962271511554718, 0.3542206883430481, 0.26591232419013977, 0.31964555382728577, 0.038282472640275955, 0.2590813934803009, 0.13802288472652435, 0.15451879799365997, 0.5521970987319946]",1975,6.6
717,Mouth to Mouth (Boca a boca) (1995),Comedy,"Set([""Comedy""])","[0.000981230172328651, 0.09447315335273743, 0.4640229046344757, 0.22426548600196838, 0.21303334832191467, 0.4073951542377472, 0.3883123993873596, 0.10693689435720444, 0.036324046552181244, 0.8008030652999878, 0.03685024008154869, 0.1130569577217102, 0.4144933521747589, 0.5204929709434509, 0.4796561002731323, 0.0, 0.02732786163687706, 0.4698546826839447, 0.3534867763519287, 0.3664267659187317, 0.0, 0.41281798481941223, 0.006153046619147062, 0.0035529437009245157, 0.6329325437545776]",1995,6.4
718,"Visitors, The (Visiteurs, Les) (1993)",Comedy|Fantasy|Sci-Fi,"Set([""Sci-Fi"", ""Comedy"", ""Fantasy""])","[0.1251726895570755, 0.14253851771354675, 0.31546998023986816, 0.07912172377109528, 0.3183552324771881, 0.3332881033420563, 0.3410051763057709, 0.29245302081108093, 0.053140509873628616, 0.3624218702316284, 0.11273209005594254, 0.1175122782588005, 0.3291202187538147, 0.3983501195907593, 0.649135947227478, 0.1167861819267273, 0.17052797973155975, 0.4793451130390167, 0.20322658121585846, 0.08158468455076218, 0.2583205997943878, 0.3130468726158142, 0.09421591460704803, 0.10692362487316132, 0.798317015171051]",1993,7.0
719,Multiplicity (1996),Comedy,"Set([""Comedy""])","[0.05524813011288643, 0.4776293933391571, 0.12303035706281662, 0.02738034352660179, 0.38246339559555054, 0.2681443691253662, 0.028000816702842712, 0.03949286416172981, 0.02603190951049328, 0.2158198058605194, 0.04037778079509735, 0.03686441853642464, 0.23946981132030487, 0.1437702625989914, 0.5933646559715271, 0.42246320843696594, 0.025070711970329285, 0.13155464828014374, 0.04278893768787384, 0.01564422994852066, 0.48717525601387024, 0.020375512540340424, 0.05693872645497322, 0.025055257603526115, 0.768660843372345]",1996,6.1
720,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy,"Set([""Comedy"", ""Animation"", ""Adventure""])","[0.048710230737924576, 0.3370979428291321, 0.42537254095077515, 0.10022187232971191, 0.011614523828029633, 0.08077731728553772, 0.0, 0.39409178495407104, 0.019587259739637375, 0.5650137066841125, 0.09676569700241089, 0.0, 0.22873824834823608, 0.56797194480896, 0.9520980715751648, 0.0, 0.02277841791510582, 0.12698790431022644, 0.4168926179409027, 0.10679899156093597, 0.0, 0.40407508611679077, 0.14818762242794037, 0.13357482850551605, 1.229772686958313]",1996,6.0
722,"Haunted World of Edward D. Wood Jr., The (1996)",Documentary,"Set([""Documentary""])","[0.19122816622257233, 0.2959650456905365, 0.38535556197166443, 0.14401446282863617, 0.06093436852097511, 0.2932535707950592, 0.07477529346942902, 0.5458574295043945, 0.03403680399060249, 0.6759692430496216, 0.1160578653216362, 0.14048859477043152, 0.5754420757293701, 0.36343809962272644, 0.5123056173324585, 0.12935656309127808, 0.11701951920986176, 0.4541240930557251, 0.39275065064430237, 0.06884539872407913, 0.008125419728457928, 0.38604936003685, 0.19208821654319763, 0.1257733553647995, 0.7668063640594482]",1995,7.3
724,"Craft, The (1996)",Drama|Fantasy|Horror|Thriller,"Set([""Thriller"", ""Fantasy"", ""Drama"", ""Horror""])","[0.03972170874476433, 0.25559288263320923, 0.11695105582475662, 0.09197425842285156, 0.36707207560539246, 0.3875565826892853, 0.08491610735654831, 0.18841572105884552, 0.0, 0.26095739006996155, 0.0, 0.14149849116802216, 0.6008346676826477, 0.0, 0.533191442489624, 0.42309874296188354, 0.2183483988046646, 0.5328913927078247, 0.15437842905521393, 0.0, 0.31336748600006104, 0.05765414237976074, 0.0, 0.0, 0.6869422793388367]",1996,6.3
725,"Great White Hype, The (1996)",Comedy,"Set([""Comedy""])","[0.024880187585949898, 0.4688953459262848, 0.029725924134254456, 0.06771652400493622, 0.17279984056949615, 0.3960954546928406, 0.14478635787963867, 0.08794857561588287, 0.02542763017117977, 0.5228608250617981, 0.02247566729784012, 0.0360683798789978, 0.5119526386260986, 0.22680367529392242, 0.4085148274898529, 0.29435282945632935, 0.04952418804168701, 0.14449438452720642, 0.20537182688713074, 0.16091684997081757, 0.273087739944458, 0.17811019718647003, 0.05517803877592087, 0.018794242292642593, 0.6334743499755859]",1996,5.4
726,Last Dance (1996),Drama,"Set([""Drama""])","[0.012051502242684364, 0.28339675068855286, 0.19178137183189392, 0.2800842821598053, 0.5959133505821228, 0.36854955554008484, 0.39586350321769714, 0.1829807162284851, 0.04277623072266579, 0.189825177192688, 0.09447477757930756, 0.06227860599756241, 0.225198894739151, 0.021303240209817886, 0.3967683017253876, 0.4767489433288574, 0.10575222223997116, 0.5000728368759155, 0.1598084270954132, 0.13137198984622955, 0.1868506222963333, 0.34874382615089417, 0.09673867374658585, 0.06486105918884277, 0.7064615488052368]",1996,5.7
728,Cold Comfort Farm (1995),Comedy,"Set([""Comedy""])","[0.0009460297878831625, 0.1940067857503891, 0.3922313153743744, 0.1675133854150772, 0.30490976572036743, 0.1487000286579132, 0.23906417191028595, 0.2627953290939331, 0.016710147261619568, 0.5323620438575745, 0.07085541635751724, 0.022854110226035118, 0.2536255717277527, 0.3448597490787506, 0.734565019607544, 0.06384707987308502, 0.049133963882923126, 0.3949618339538574, 0.4360322654247284, 0.13399967551231384, 0.0, 0.4431304633617401, 0.10330679267644882, 0.09332889318466187, 0.9738041758537292]",1995,7.3
729,"Institute Benjamenta, or This Dream People Call Human Life (1995)",Drama,"Set([""Drama""])","[0.07229229807853699, 0.0, 0.0, 0.08470181375741959, 0.13343338668346405, 0.11975444853305817, 0.6475386619567871, 0.8810681104660034, 0.0, 0.46336832642555237, 0.08484437316656113, 0.16106270253658295, 1.0296603441238403, 0.12019401788711548, 0.3902052640914917, 0.0, 0.18597492575645447, 0.3473629355430603, 0.4710988998413086, 0.13111893832683563, 0.0, 0.5616704821586609, 0.25755754113197327, 0.12063322961330414, 0.5179005265235901]",1995,7.1
730,Low Life (1994),Drama,"Set([""Drama""])","[0.08697144687175751, 0.0781322568655014, 0.22868479788303375, 0.5505861639976501, 0.21825827658176422, 0.48168155550956726, 0.5751458406448364, 0.3818628191947937, 0.06527582556009293, 0.28555402159690857, 0.23586568236351013, 0.36330464482307434, 0.2999858558177948, 0.275266170501709, 0.23822835087776184, 0.2626948952674866, 0.2442302405834198, 0.6568546891212463, 0.26156240701675415, 0.3116611838340759, 0.13320308923721313, 0.5120284557342529, 0.1499347686767578, 0.15586254000663757, 0.4295259416103363]",2007,7.8
731,Heaven's Prisoners (1996),Crime|Thriller,"Set([""Thriller"", ""Crime""])","[0.023723097518086433, 0.2881312370300293, 0.033439356833696365, 0.20722199976444244, 0.2963676452636719, 0.35267534852027893, 0.305167019367218, 0.20423677563667297, 0.027103424072265625, 0.1657867580652237, 0.10867240279912949, 0.15163177251815796, 0.4582560658454895, 0.19401194155216217, 0.19760490953922272, 0.4240887761116028, 0.04758301377296448, 0.377627968788147, 0.1397124081850052, 0.15622378885746002, 0.21041031181812286, 0.2860456109046936, 0.1512838900089264, 0.07974623888731003, 0.8146268725395203]",1996,5.8
732,Original Gangstas (1996),Crime,"Set([""Crime""])","[0.007349082268774509, 0.2825818955898285, 0.0, 0.49641814827919006, 0.002314833691343665, 0.5657342672348022, 0.3392801284790039, 0.1747429221868515, 0.04441317915916443, 0.5810712575912476, 0.15493062138557434, 0.25546690821647644, 0.38439255952835083, 0.02885313145816326, 0.12242105603218079, 0.6455317139625549, 0.18778029084205627, 0.6013512015342712, 0.24069346487522125, 0.25647708773612976, 0.3163275122642517, 0.3501507043838501, 0.13052764534950256, 0.12516067922115326, 0.4165475070476532]",1996,5.7
733,"Rock, The (1996)",Action|Adventure|Thriller,"Set([""Thriller"", ""Action"", ""Adventure""])","[0.0, 0.3360283076763153, 0.11417412012815475, 0.0018186765955761075, 0.462801992893219, 0.19925610721111298, 0.2520086169242859, 0.0, 0.010223142802715302, 0.15275713801383972, 0.0, 0.24977938830852509, 0.32839256525039673, 0.1140601634979248, 0.6093966364860535, 0.3484950065612793, 0.03362366929650307, 0.12665565311908722, 0.0, 0.0, 0.6678217053413391, 0.02850399538874626, 0.0, 0.0, 1.1714704036712646]",1996,7.4
734,Getting Away With Murder (1996),Comedy,"Set([""Comedy""])","[0.0, 0.19573569297790527, 0.0, 0.26175275444984436, 0.46188557147979736, 0.478289932012558, 0.2840624451637268, 0.012858541682362556, 0.03122750110924244, 0.5700746774673462, 0.0076642269268631935, 0.0, 0.4089089334011078, 0.0038404453080147505, 0.042747169733047485, 0.38637471199035645, 0.07971351593732834, 0.5261235237121582, 0.12030322104692459, 0.1526205837726593, 0.45975208282470703, 0.08174869418144226, 0.012421920895576477, 0.04203597828745842, 0.7044257521629333]",1996,4.7
735,Cemetery Man (Dellamorte Dellamore) (1994),Horror,"Set([""Horror""])","[0.19629429280757904, 0.0, 0.025138070806860924, 0.13574892282485962, 0.0, 0.297720730304718, 0.2699917256832123, 0.7035706043243408, 0.011872286908328533, 0.5678591132164001, 0.09454493969678879, 0.43435022234916687, 0.9174908399581909, 0.37159463763237, 0.5450116395950317, 0.07532431185245514, 0.1985175758600235, 0.22184324264526367, 0.20321720838546753, 0.0902484804391861, 0.037332601845264435, 0.18820323050022125, 0.20862896740436554, 0.14941826462745667, 0.6795424818992615]",2010,7.2
736,Twister (1996),Action|Adventure|Romance|Thriller,"Set([""Thriller"", ""Romance"", ""Action"", ""Adventure""])","[0.028912710025906563, 0.46101823449134827, 0.1622045785188675, 0.010574745945632458, 0.5620948672294617, 0.2751336693763733, 0.022979870438575745, 0.0, 0.02030852809548378, 0.0, 0.0, 0.1056516170501709, 0.18396306037902832, 0.0, 0.578650712966919, 0.23233576118946075, 0.10670901834964752, 0.23560181260108948, 0.01818699575960636, 0.0, 0.6255570650100708, 0.0, 0.0, 0.003264073748141527, 0.982150137424469]",1996,6.4
737,Barb Wire (1996),Action|Sci-Fi,"Set([""Sci-Fi"", ""Action""])","[0.07309729605913162, 0.4701613485813141, 0.0, 0.1451794058084488, 0.06319287419319153, 0.787095844745636, 0.0, 0.10025494545698166, 0.03459358960390091, 0.28059515357017517, 0.015915177762508392, 0.0, 0.41704922914505005, 0.0, 0.0, 0.2664470076560974, 0.13339199125766754, 0.14910024404525757, 0.1252739429473877, 0.11589794605970383, 0.5884938836097717, 0.0, 0.013572972267866135, 0.06910647451877594, 0.5483599901199341]",1996,3.3
741,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi,"Set([""Sci-Fi"", ""Animation""])","[0.07614489644765854, 0.027443120256066322, 0.10589820891618729, 0.017788393422961235, 0.14570458233356476, 0.17125438153743744, 0.44469255208969116, 0.4274187982082367, 0.01116939727216959, 0.36788010597229004, 0.06540338695049286, 0.3639693260192871, 0.6798691749572754, 0.3920358717441559, 0.6667393445968628, 0.0, 0.10907115787267685, 0.0924355611205101, 0.1712108850479126, 0.04490825906395912, 0.15729358792304993, 0.3436046540737152, 0.19423151016235352, 0.08063867688179016, 1.0820081233978271]",1995,8.0
742,Thinner (1996),Horror|Thriller,"Set([""Thriller"", ""Horror""])","[0.06835759431123734, 0.32480767369270325, 0.0, 0.0647478997707367, 0.3420267701148987, 0.4943404495716095, 0.1628025621175766, 0.11357298493385315, 0.01969051919877529, 0.108868308365345, 0.03297145292162895, 0.07902399450540543, 0.6790673136711121, 0.0029821787029504776, 0.15928977727890015, 0.35938480496406555, 0.1594090610742569, 0.40628594160079956, 0.032308902591466904, 0.06525283306837082, 0.4974864721298218, 0.07697222381830215, 0.04368282109498978, 0.021826082840561867, 0.6960872411727905]",1996,5.8
743,Spy Hard (1996),Comedy,"Set([""Comedy""])","[0.08405496925115585, 0.17591123282909393, 0.0049600908532738686, 0.0011579456040635705, 0.39938005805015564, 0.636819064617157, 0.021694274619221687, 0.09212882071733475, 0.0526021271944046, 0.47542765736579895, 0.0946279987692833, 0.0, 0.2624170780181885, 0.28892606496810913, 0.48356062173843384, 0.21647916734218597, 0.1354888528585434, 0.06922973692417145, 0.1244371309876442, 0.041947778314352036, 0.6975141763687134, 0.014045356772840023, 0.10549119859933853, 0.06769386678934097, 0.5380314588546753]",1996,5.4
745,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy,"Set([""Comedy"", ""Children"", ""Animation""])","[0.043888967484235764, 0.29750436544418335, 0.4434877038002014, 0.10070464015007019, 0.07841387391090393, 0.08048561960458755, 0.0984015241265297, 0.3528997302055359, 0.019273264333605766, 0.5687451958656311, 0.08166561275720596, 0.057395223528146744, 0.24786046147346497, 0.5172350406646729, 0.9864928126335144, 0.034190159291028976, 0.029876772314310074, 0.15448899567127228, 0.36160144209861755, 0.09394710510969162, 0.0017150434432551265, 0.42771604657173157, 0.1350444257259369, 0.10894846171140671, 1.1819727420806885]",1995,8.1
746,Force of Evil (1948),Film-Noir,"Set([""Film-Noir""])","[0.17378276586532593, 0.2563859820365906, 0.4860701262950897, 0.08921847492456436, 0.0, 0.10623198747634888, 0.2004670649766922, 0.531947135925293, 0.040782779455184937, 0.38673776388168335, 0.17300628125667572, 0.46943986415863037, 0.2591695189476013, 0.49996647238731384, 0.4155019223690033, 0.053698427975177765, 0.08377688378095627, 0.1892300546169281, 0.36439576745033264, 0.11706928163766861, 0.09402509778738022, 0.523887038230896, 0.381025493144989, 0.18546231091022491, 0.9132812023162842]",1948,7.3
747,"Stupids, The (1996)",Comedy,"Set([""Comedy""])","[0.0, 0.9566596746444702, 0.03024926409125328, 0.0, 0.39025938510894775, 1.0027662515640259, 0.0, 0.04446106404066086, 0.05611925944685936, 0.37319129705429077, 0.025659792125225067, 0.0, 0.4094129502773285, 0.3302479684352875, 0.34122008085250854, 0.0, 0.1480032354593277, 0.0, 0.3518071174621582, 0.0, 0.13560472428798676, 0.0, 0.0, 0.11703363806009293, 0.18523482978343964]",1996,4.2
748,"Arrival, The (1996)",Action|Sci-Fi|Thriller,"Set([""Sci-Fi"", ""Thriller"", ""Action""])","[0.11893044412136078, 0.3073779344558716, 0.14734913408756256, 0.03443308547139168, 0.30369776487350464, 0.3760906755924225, 0.08772940188646317, 0.22371423244476318, 0.04145600646734238, 0.2031426876783371, 0.060956500470638275, 0.12289296090602875, 0.341315358877182, 0.11529757082462311, 0.41111600399017334, 0.15655839443206787, 0.16170050203800201, 0.22588039934635162, 0.15249288082122803, 0.022208789363503456, 0.3800698518753052, 0.06925506144762039, 0.10520117729902267, 0.06688454747200012, 1.0151100158691406]",1996,6.3
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War,"Set([""Comedy"", ""War""])","[0.13834643363952637, 0.25478944182395935, 0.41271084547042847, 0.07034210860729218, 0.006727429572492838, 0.03647470474243164, 0.23563627898693085, 0.5212674736976624, 0.024159280583262444, 0.46036580204963684, 0.13913322985172272, 0.46322208642959595, 0.5032340884208679, 0.6328323483467102, 0.6730759739875793, 0.03982918709516525, 0.01625295914709568, 0.08059310913085938, 0.3075118362903595, 0.09512018412351608, 0.05106222629547119, 0.6574370265007019, 0.3223496377468109, 0.13028842210769653, 1.0253264904022217]",1964,8.4
751,Careful (1992),Comedy|Horror,"Set([""Comedy"", ""Horror""])","[0.32856279611587524, 0.23136518895626068, 0.17378786206245422, 0.17269465327262878, 0.0, 0.2862972319126129, 0.08780220150947571, 0.90693598985672, 0.0701628178358078, 0.6801372766494751, 0.24316178262233734, 0.32487764954566956, 0.6460304260253906, 0.4600917100906372, 0.3408665060997009, 0.11319664865732193, 0.14616777002811432, 0.1802467703819275, 0.568109929561615, 0.19350863993167877, 0.1463967114686966, 0.3081328570842743, 0.5588076710700989, 0.24905464053153992, 0.5107237696647644]",1992,7.0
753,"Month by the Lake, A (1995)",Comedy|Drama|Romance,"Set([""Comedy"", ""Romance"", ""Drama""])","[0.050611648708581924, 0.3094329535961151, 0.27171018719673157, 0.14232422411441803, 0.5311759114265442, 0.14369267225265503, 0.33911606669425964, 0.27010929584503174, 0.0316743366420269, 0.18148989975452423, 0.1347355991601944, 0.03104631043970585, 0.26126572489738464, 0.28444382548332214, 0.49849799275398254, 0.07388460636138916, 0.032297659665346146, 0.3936486840248108, 0.3017909526824951, 0.12858854234218597, 0.030484328046441078, 0.5935037136077881, 0.20024928450584412, 0.08660993725061417, 0.7410188913345337]",1995,6.2
754,Gold Diggers: The Secret of Bear Mountain (1995),Adventure|Children,"Set([""Children"", ""Adventure""])","[0.06571807712316513, 0.5175696611404419, 0.36040738224983215, 0.08909642696380615, 0.7934116721153259, 0.4388462007045746, 0.1112021654844284, 0.1020401120185852, 0.05443795025348663, 0.0, 0.05963292345404625, 0.0, 0.0, 0.003952996339648962, 0.6237339973449707, 0.49876803159713745, 0.2349155694246292, 0.4984971582889557, 0.1730414479970932, 0.044680528342723846, 0.3488542437553406, 0.08543353527784348, 0.032286472618579865, 0.03605680912733078, 0.32987090945243835]",1995,6.0
755,Kim (1950),Children|Drama,"Set([""Children"", ""Drama""])","[0.05696789175271988, 0.037698544561862946, 0.44980278611183167, 0.04804501682519913, 0.18433566391468048, 0.20638607442378998, 0.2982056140899658, 0.39433521032333374, 0.10250627994537354, 0.13675735890865326, 0.2037106156349182, 0.1287303864955902, 0.02852138690650463, 0.39470550417900085, 0.8197826743125916, 0.07844295352697372, 0.09017548710107803, 0.29617950320243835, 0.3079122304916382, 0.0754474550485611, 0.0, 0.278168261051178, 0.1933155357837677, 0.13207365572452545, 0.9399374723434448]",1950,6.6
756,Carmen Miranda: Bananas Is My Business (1994),Documentary,"Set([""Documentary""])","[0.07430270314216614, 0.36500778794288635, 0.45965147018432617, 0.09123837947845459, 0.3340378999710083, 0.4496515393257141, 0.19283035397529602, 0.3487933278083801, 0.06260020285844803, 0.4210423231124878, 0.11500032246112823, 0.04040655121207237, 0.25027164816856384, 0.33825573325157166, 0.6051945090293884, 0.0060266354121267796, 0.206064835190773, 0.6387158632278442, 0.5171100497245789, 0.14681093394756317, 0.0, 0.44668036699295044, 0.1401728242635727, 0.08006345480680466, 0.4579068124294281]",1995,7.6
757,Ashes of Time (Dung che sai duk) (1994),Drama,"Set([""Drama""])","[0.1630042940378189, 0.1941950023174286, 0.25283053517341614, 0.1211029514670372, 0.10528714209794998, 0.19941134750843048, 0.25004178285598755, 0.6633284091949463, 0.012342278845608234, 0.5395897626876831, 0.1675664335489273, 0.25261837244033813, 0.6303209662437439, 0.47125789523124695, 0.5479837656021118, 0.02221684716641903, 0.11503491550683975, 0.16319318115711212, 0.5371262431144714, 0.15151968598365784, 0.031709782779216766, 0.5516566038131714, 0.48114264011383057, 0.23371869325637817, 0.6203683018684387]",1994,7.2
759,Maya Lin: A Strong Clear Vision (1994),Documentary,"Set([""Documentary""])","[0.013292667455971241, 0.3921269178390503, 0.5545752644538879, 0.17977222800254822, 0.3307148814201355, 0.024342231452465057, 0.30626168847084045, 0.21946702897548676, 0.020717963576316833, 0.46946126222610474, 0.08170223236083984, 0.15105801820755005, 0.07833834737539291, 0.4640619158744812, 0.7381153106689453, 0.0, 0.0, 0.3533839285373688, 0.34903526306152344, 0.09703167527914047, 0.0, 0.7080644369125366, 0.1060132160782814, 0.06440947949886322, 0.8517194390296936]",1994,7.4
